trip_distance,trip_duration,passenger_count,pickup_hour,is_weekend,traffic_condition,weather_condition,fare_amount
6.62,9.69,5.0,15,0,Medium,Cloudy,22.37
0.5,1.0,1.0,17,1,Medium,Clear,8.81
4.49,5.05,1.0,0,0,Low,Clear,14.38
4.19,8.99,1.0,7,1,Medium,Clear,20.53
0.97,1.72,4.0,0,0,Low,Clear,6.87
9.02,19.28,2.0,0,0,Medium,Clear,34.16
9.69,19.64,1.0,18,1,Medium,Rainy,42.17
10.21,19.31,1.0,20,0,Medium,Clear,38.62
10.43,10.58,1.0,9,1,Low,Rainy,35.11
0.5,2.83,1.0,17,0,High,Rainy,10.95
13.47,26.8,3.0,16,0,Medium,Clear,43.77
18.75,35.75,1.0,0,0,Medium,Rainy,69.19
0.5,1.92,2.0,7,0,Medium,Cloudy,8.63
13.28,29.17,4.0,9,0,High,Cloudy,63.46
14.52,31.69,2.0,17,0,High,Cloudy,66.4
0.78,1.0,1.0,8,1,Medium,Rainy,9.68
10.74,18.72,2.0,1,1,Medium,Clear,36.69
9.08,15.26,1.0,1,0,Low,Clear,24.44
6.76,13.31,2.0,5,0,Medium,Clear,24.87
4.68,8.25,1.0,11,0,Medium,Cloudy,19.56
7.32,16.24,1.0,21,1,High,Rainy,38.33
5.18,7.19,2.0,18,0,Low,Clear,18.09
0.63,1.0,2.0,18,1,Medium,Clear,7.44
5.56,10.58,1.0,11,0,High,Clear,25.76
9.29,14.06,1.0,17,1,Low,Foggy,28.93
12.56,26.2,1.0,15,0,Medium,Clear,40.83
7.0,22.0,4.0,1,0,Very High,Clear,45.44
0.53,1.0,1.0,4,0,Medium,Clear,4.98
4.12,6.53,4.0,23,0,Very High,Clear,27.15
0.5,1.34,1.0,5,1,High,Cloudy,9.04
3.2,8.59,4.0,10,0,High,Clear,17.94
6.16,17.7,1.0,20,0,Very High,Cloudy,42.07
15.0,21.83,1.0,3,0,Low,Clear,39.24
1.09,1.0,2.0,8,0,Low,Cloudy,8.08
0.78,1.08,1.0,11,0,High,Clear,7.23
7.12,16.09,5.0,9,0,Medium,Clear,29.76
6.08,12.15,1.0,13,0,Medium,Rainy,23.41
2.48,2.72,1.0,4,1,High,Cloudy,14.28
18.38,27.83,1.0,0,0,Low,Clear,47.36
4.12,9.25,2.0,15,0,Medium,Clear,15.29
17.68,29.09,2.0,4,0,Low,Rainy,49.79
3.88,6.04,3.0,4,1,High,Clear,23.38
10.68,30.69,1.0,17,0,Very High,Clear,66.1
5.17,11.32,4.0,5,0,High,Clear,28.15
1.05,3.63,1.0,20,0,High,Clear,9.3
4.84,7.34,1.0,9,0,Medium,Cloudy,21.65
10.61,24.66,2.0,14,0,High,Clear,48.31
3.66,6.67,2.0,23,0,High,Clear,20.17
0.5,1.27,1.0,21,1,Low,Clear,4.11
0.85,1.0,1.0,10,0,High,Clear,7.05
5.48,17.97,2.0,18,1,Very High,Rainy,42.86
9.37,12.0,1.0,12,0,Medium,Clear,28.41
3.26,6.7,1.0,19,0,Low,Rainy,14.51
9.51,16.67,2.0,2,1,Medium,Cloudy,34.4
9.6,11.5,2.0,15,0,Low,Clear,24.66
9.74,22.99,6.0,6,0,High,Cloudy,46.0
5.43,17.25,1.0,11,1,Very High,Clear,33.03
5.37,14.74,1.0,7,0,High,Snowy,35.03
4.79,9.42,2.0,22,0,High,Cloudy,26.29
1.78,3.75,5.0,16,0,Medium,Clear,9.4
2.94,1.96,5.0,0,1,Medium,Clear,14.08
0.5,1.32,5.0,20,0,High,Clear,8.63
8.03,19.35,4.0,7,0,High,Clear,40.07
2.29,2.68,6.0,13,0,Low,Clear,8.61
2.9,1.77,1.0,9,0,Medium,Clear,14.35
11.79,20.92,5.0,18,1,Medium,Cloudy,44.02
3.17,11.18,3.0,7,1,High,Rainy,25.43
2.22,4.94,1.0,18,0,Medium,Clear,15.12
1.48,1.81,1.0,3,0,Medium,Cloudy,9.44
11.93,27.42,1.0,9,1,High,Clear,56.98
1.11,2.85,3.0,22,0,Medium,Clear,8.89
4.84,5.98,2.0,2,0,Medium,Cloudy,18.42
5.66,10.17,1.0,3,0,High,Rainy,30.68
9.3,12.48,2.0,15,0,Low,Clear,23.0
8.03,11.02,1.0,23,1,Low,Clear,21.75
13.32,23.57,3.0,3,0,Low,Snowy,42.78
0.5,1.0,3.0,19,1,Low,Clear,6.08
2.81,4.23,5.0,19,0,Medium,Clear,15.9
2.63,5.04,1.0,12,0,Medium,Clear,9.21
1.26,1.0,4.0,20,1,Medium,Foggy,9.95
2.73,2.29,1.0,16,1,Low,Clear,8.36
2.97,2.96,1.0,22,1,Low,Clear,12.04
5.9,9.02,1.0,15,0,Medium,Clear,19.91
8.72,18.82,2.0,16,1,Medium,Cloudy,33.27
3.84,8.52,6.0,5,0,Medium,Clear,17.59
10.17,12.83,2.0,2,0,Low,Cloudy,27.05
3.28,2.39,4.0,19,0,Low,Clear,11.74
2.74,1.59,1.0,23,0,Low,Cloudy,10.5
6.23,8.97,1.0,3,1,Low,Clear,18.04
0.5,1.56,1.0,7,0,High,Clear,9.48
0.67,2.09,1.0,19,0,Medium,Cloudy,8.09
4.33,4.47,5.0,8,0,Low,Snowy,18.78
10.23,19.07,1.0,0,0,Medium,Clear,36.09
0.74,3.78,3.0,12,0,Medium,Cloudy,7.83
14.98,24.02,1.0,1,0,Low,Cloudy,40.8
10.54,21.63,1.0,22,0,High,Cloudy,49.56
7.55,13.79,1.0,9,1,High,Rainy,42.78
13.73,25.52,2.0,22,0,Medium,Snowy,54.09
4.14,6.49,6.0,18,0,Medium,Clear,17.8
2.0,1.08,1.0,16,1,Low,Rainy,6.14
5.74,11.83,1.0,23,0,High,Clear,27.61
6.37,13.1,1.0,12,1,Medium,Rainy,27.68
6.18,6.26,1.0,13,0,Low,Rainy,14.51
6.66,16.18,2.0,10,1,Medium,Cloudy,26.52
18.6,36.14,2.0,6,0,Medium,Cloudy,62.64
16.68,29.94,1.0,9,0,Medium,Cloudy,58.25
12.93,21.21,1.0,23,0,Medium,Foggy,47.93
0.83,1.0,1.0,13,0,Medium,Snowy,6.31
2.46,6.01,4.0,2,0,High,Clear,13.86
5.47,12.67,1.0,12,0,High,Cloudy,29.53
14.99,33.46,1.0,1,1,High,Clear,66.54
5.63,10.86,2.0,16,1,Medium,Clear,21.07
11.03,27.72,5.0,20,0,High,Cloudy,57.25
1.2,2.57,4.0,2,0,High,Clear,10.86
2.33,2.91,1.0,14,0,Medium,Foggy,10.92
10.53,16.59,1.0,7,0,Low,Clear,30.12
1.44,4.23,2.0,5,0,High,Clear,10.74
3.46,4.62,3.0,8,0,Low,Rainy,14.46
2.46,6.44,1.0,10,1,Low,Rainy,12.77
3.44,5.85,1.0,21,1,Medium,Cloudy,15.92
9.86,21.46,1.0,1,0,Medium,Clear,38.41
3.67,7.22,1.0,8,0,High,Rainy,25.96
6.48,13.85,2.0,17,1,Medium,Clear,24.75
0.84,10.58,1.0,18,0,Low,Snowy,7.0
13.08,25.06,1.0,21,0,Medium,Cloudy,43.73
3.69,4.53,1.0,17,1,High,Rainy,26.29
8.37,23.8,1.0,4,0,High,Rainy,47.85
10.34,20.02,1.0,17,0,Medium,Cloudy,37.08
1.88,4.85,1.0,11,0,Low,Clear,7.17
17.28,29.64,4.0,3,0,Medium,Cloudy,58.68
7.66,11.83,1.0,14,0,Low,Clear,18.79
4.48,6.36,2.0,10,0,Low,Clear,15.03
1.61,1.63,3.0,18,0,High,Clear,13.3
11.25,21.39,1.0,5,0,Medium,Cloudy,39.6
1.87,4.24,1.0,12,0,High,Cloudy,10.15
3.3,7.44,2.0,22,0,Medium,Rainy,17.98
13.27,18.2,2.0,9,0,Low,Cloudy,35.96
9.52,18.17,1.0,23,1,Medium,Clear,32.83
11.61,17.6,3.0,13,0,Low,Clear,29.49
4.66,13.55,2.0,3,0,Very High,Clear,32.49
10.08,25.49,1.0,19,0,High,Clear,49.81
3.91,6.48,1.0,22,0,Medium,Clear,19.16
1.9,1.79,1.0,11,0,Low,Cloudy,4.25
8.01,10.79,2.0,14,0,Low,Clear,21.66
2.98,10.7,2.0,10,1,Very High,Snowy,26.97
4.94,7.27,1.0,8,1,Low,Snowy,19.28
8.97,27.61,2.0,10,1,Very High,Cloudy,56.0
6.24,12.24,1.0,1,1,Medium,Clear,22.9
14.83,20.5,2.0,12,1,Low,Rainy,41.9
11.48,14.21,1.0,21,1,Low,Cloudy,29.03
0.5,1.0,1.0,7,0,High,Clear,10.58
11.17,28.01,1.0,20,1,High,Clear,53.62
15.96,26.54,2.0,7,0,Low,Snowy,52.21
8.43,19.79,6.0,0,0,High,Rainy,48.13
15.52,25.13,3.0,5,0,Low,Clear,42.34
0.95,1.0,4.0,12,0,Low,Clear,6.08
3.42,3.87,1.0,8,0,Low,Clear,10.61
1.8,4.52,2.0,14,0,High,Clear,9.68
0.65,10.58,5.0,22,1,Low,Clear,6.4
12.41,23.37,2.0,15,1,Medium,Clear,40.69
14.44,32.82,1.0,3,1,High,Clear,64.99
1.42,2.23,1.0,16,1,Medium,Foggy,7.6
9.29,26.96,1.0,11,0,Very High,Clear,55.65
5.87,9.14,2.0,21,0,Medium,Clear,21.39
14.19,26.36,1.0,18,1,Medium,Cloudy,50.89
4.35,7.07,4.0,19,0,High,Rainy,26.6
1.73,2.55,5.0,11,1,Medium,Clear,10.16
2.68,3.18,4.0,21,0,Medium,Clear,12.9
5.63,2.35,4.0,5,1,Low,Clear,14.71
6.06,21.69,1.0,11,0,Very High,Clear,39.0
13.1,28.91,5.0,8,1,High,Rainy,68.29
12.54,16.93,1.0,19,0,Low,Clear,31.86
6.97,16.31,4.0,4,0,Medium,Clear,27.38
12.14,20.42,1.0,20,0,Medium,Rainy,47.44
1.7,1.05,1.0,2,1,High,Rainy,12.29
0.5,1.0,1.0,1,0,Medium,Clear,6.29
16.55,30.04,1.0,7,1,Medium,Clear,55.68
0.63,1.0,5.0,9,1,Low,Rainy,7.3
2.27,2.42,3.0,14,1,Medium,Cloudy,8.25
9.51,17.45,1.0,8,0,Medium,Cloudy,36.91
4.21,9.59,1.0,9,0,Low,Clear,17.08
16.72,28.13,2.0,10,0,Medium,Clear,54.19
2.83,6.99,1.0,8,1,Medium,Clear,16.18
0.5,4.49,3.0,13,1,Very High,Clear,8.95
2.86,5.4,1.0,4,1,High,Clear,17.32
6.9,13.69,2.0,8,0,Medium,Foggy,28.38
3.77,10.58,5.0,3,0,Very High,Cloudy,30.1
6.12,10.79,1.0,1,1,High,Cloudy,29.95
16.74,33.83,1.0,18,0,Medium,Cloudy,58.17
19.49,36.61,4.0,0,1,Medium,Cloudy,66.97
2.47,6.0,4.0,20,0,Very High,Rainy,22.87
4.96,6.26,6.0,0,0,Medium,Rainy,22.88
6.37,15.85,2.0,11,1,High,Clear,29.96
2.15,5.14,1.0,13,1,Medium,Cloudy,9.01
10.39,10.58,2.0,10,0,Low,Rainy,28.84
3.8,2.0,1.0,6,1,High,Rainy,16.65
0.5,1.0,2.0,1,1,High,Cloudy,9.8
0.5,1.0,4.0,14,0,Medium,Cloudy,6.87
4.94,9.59,5.0,7,0,Medium,Snowy,26.67
5.36,11.08,1.0,21,0,Low,Rainy,18.43
0.5,1.0,1.0,19,0,Low,Rainy,4.67
9.29,18.8,3.0,14,0,Medium,Clear,32.62
2.79,4.94,1.0,7,1,Low,Foggy,11.84
6.57,9.55,3.0,9,0,Medium,Rainy,29.17
2.86,4.07,4.0,18,0,High,Rainy,18.95
1.46,4.5,1.0,2,0,Low,Clear,7.22
4.18,4.51,1.0,19,0,Low,Cloudy,12.4
2.11,6.75,1.0,13,0,Very High,Clear,16.67
6.12,12.18,2.0,8,1,High,Cloudy,30.93
1.77,4.15,1.0,8,0,Low,Cloudy,10.87
5.68,9.01,3.0,20,0,Low,Clear,18.64
1.37,2.59,4.0,5,0,High,Cloudy,11.65
8.89,18.0,1.0,7,0,Medium,Cloudy,35.26
11.22,26.61,5.0,10,0,High,Rainy,59.4
0.94,1.0,2.0,7,1,Medium,Cloudy,7.03
5.05,14.42,4.0,11,0,Very High,Cloudy,31.8
0.59,2.71,1.0,9,0,High,Rainy,13.63
7.29,13.15,1.0,22,0,Low,Cloudy,21.47
2.46,4.36,1.0,3,0,Medium,Snowy,15.73
6.0,14.82,1.0,15,0,Medium,Clear,24.53
5.83,7.26,1.0,19,0,Low,Cloudy,18.04
6.37,6.73,1.0,8,0,Low,Rainy,20.17
7.0,13.11,5.0,22,0,Medium,Rainy,33.24
4.11,7.73,2.0,4,0,Medium,Rainy,19.21
12.01,26.59,1.0,23,1,High,Snowy,66.03
2.69,9.5,6.0,5,0,Medium,Foggy,18.63
4.53,8.24,1.0,16,0,High,Cloudy,21.65
1.67,4.5,2.0,12,1,Medium,Cloudy,8.39
9.66,15.06,1.0,16,0,Medium,Cloudy,32.77
2.75,1.73,1.0,13,0,Medium,Cloudy,10.12
2.82,2.85,1.0,1,0,Medium,Cloudy,11.18
2.81,7.22,4.0,18,0,Low,Clear,11.58
10.34,22.73,4.0,2,0,High,Cloudy,48.55
2.09,4.75,1.0,1,0,Low,Rainy,11.17
0.5,1.93,1.0,1,0,Low,Rainy,6.59
10.05,14.72,1.0,21,0,Low,Rainy,30.94
1.5,5.93,1.0,6,0,Very High,Clear,12.65
0.88,1.0,1.0,3,0,Low,Rainy,7.31
2.17,4.1,1.0,16,0,High,Clear,12.92
3.82,1.3,1.0,5,0,Low,Cloudy,12.01
5.17,12.22,1.0,6,0,High,Cloudy,25.32
0.5,1.0,2.0,19,0,Medium,Clear,6.37
10.07,28.82,2.0,8,0,Very High,Rainy,67.47
3.12,6.32,2.0,19,0,Low,Foggy,12.21
3.07,5.91,1.0,3,0,Low,Clear,10.42
4.76,8.77,1.0,4,0,Medium,Cloudy,20.74
7.87,20.28,2.0,18,0,High,Clear,40.68
1.27,3.69,2.0,9,0,Very High,Cloudy,14.52
1.68,4.86,1.0,17,0,High,Snowy,15.59
15.7,34.15,1.0,14,1,Medium,Cloudy,53.24
2.37,4.83,4.0,0,0,Medium,Rainy,15.11
3.83,6.13,2.0,4,0,Medium,Cloudy,17.89
16.4,29.33,1.0,4,0,Medium,Clear,55.51
8.7,12.88,3.0,7,0,Low,Cloudy,27.21
3.34,8.0,1.0,21,1,High,Cloudy,20.19
9.21,13.93,1.0,21,1,Low,Rainy,25.64
0.5,1.0,5.0,21,1,Medium,Clear,5.46
10.64,15.42,1.0,19,1,Medium,Clear,37.25
5.34,8.08,1.0,14,0,Medium,Rainy,17.6
13.42,25.28,2.0,16,0,Medium,Clear,44.08
19.2,29.53,1.0,21,1,Low,Clear,48.27
5.74,10.58,2.0,20,0,Low,Cloudy,15.62
3.57,3.31,2.0,9,0,Low,Clear,12.79
5.0,12.67,1.0,16,1,High,Clear,24.15
9.37,10.58,1.0,4,0,Medium,Clear,33.7
17.23,30.12,1.0,17,1,Medium,Clear,56.43
1.86,4.74,1.0,16,0,Medium,Clear,11.3
13.51,21.84,1.0,21,1,Low,Rainy,38.77
2.63,5.65,1.0,7,0,Low,Foggy,12.28
0.9,1.78,1.0,7,1,High,Clear,9.95
0.95,5.51,1.0,10,1,Low,Rainy,6.0
2.75,5.91,2.0,8,0,Low,Clear,11.89
7.62,15.15,1.0,18,0,Medium,Clear,29.06
13.05,33.77,1.0,18,1,High,Clear,64.08
7.82,15.76,5.0,22,0,Medium,Cloudy,31.47
0.5,5.41,1.0,19,0,Medium,Foggy,8.0
1.65,4.72,4.0,16,1,Medium,Cloudy,8.82
0.84,1.88,1.0,15,0,Medium,Clear,7.09
3.61,7.85,1.0,6,1,High,Rainy,19.33
5.57,10.58,1.0,21,0,Medium,Clear,21.31
0.5,1.0,5.0,2,0,Medium,Rainy,9.45
3.43,4.79,1.0,20,0,Medium,Clear,14.03
1.58,4.04,1.0,18,1,Very High,Clear,15.85
8.33,19.15,1.0,7,0,High,Clear,39.98
4.99,9.46,2.0,4,0,Low,Snowy,18.58
5.47,9.44,1.0,5,0,Medium,Cloudy,20.71
4.46,7.17,1.0,1,1,Medium,Clear,17.48
1.93,5.01,1.0,18,0,Medium,Clear,13.72
5.82,8.24,2.0,12,0,Low,Clear,16.39
10.65,21.17,1.0,5,0,Medium,Clear,38.82
6.51,11.68,3.0,5,0,Medium,Rainy,28.15
3.8,8.81,1.0,23,0,Low,Snowy,18.08
4.98,7.19,3.0,4,1,Low,Clear,14.96
0.74,1.0,1.0,10,1,Low,Foggy,4.11
7.51,14.12,4.0,10,1,Medium,Clear,26.65
2.72,1.17,2.0,23,0,Medium,Clear,14.63
1.4,2.92,2.0,13,1,High,Clear,8.69
6.29,10.58,1.0,12,0,Medium,Snowy,25.24
6.08,13.08,2.0,7,0,Low,Snowy,24.37
0.63,1.65,2.0,14,0,High,Rainy,8.13
9.58,23.15,2.0,11,0,High,Clear,42.64
7.82,15.36,1.0,2,0,Medium,Rainy,32.12
1.68,7.69,5.0,20,0,Medium,Cloudy,12.91
5.07,13.79,1.0,22,0,High,Clear,28.23
10.19,12.38,1.0,4,0,Low,Clear,29.01
6.03,19.64,6.0,5,0,Very High,Cloudy,46.53
4.03,7.48,2.0,1,0,High,Rainy,24.44
3.11,4.52,1.0,7,0,Medium,Rainy,15.85
7.54,10.58,5.0,4,0,Medium,Cloudy,29.57
8.91,27.77,1.0,16,0,Very High,Cloudy,54.53
0.62,3.9,2.0,1,0,High,Rainy,11.45
4.94,11.33,1.0,10,1,Medium,Clear,20.73
17.72,27.96,4.0,3,0,Low,Rainy,50.94
0.79,1.0,3.0,10,0,Medium,Clear,5.1
0.65,1.0,1.0,23,0,Low,Cloudy,6.71
3.61,10.12,5.0,14,0,Low,Foggy,14.41
4.34,10.14,1.0,11,1,Medium,Snowy,20.39
4.65,14.97,1.0,12,0,High,Clear,26.64
8.05,13.64,1.0,16,0,Low,Cloudy,23.24
11.91,16.29,1.0,3,0,Low,Snowy,39.48
0.5,1.0,2.0,9,1,High,Clear,8.54
7.19,16.95,1.0,0,1,High,Clear,36.3
1.65,6.99,1.0,10,0,Low,Clear,9.03
3.4,9.22,3.0,15,0,Medium,Clear,16.1
3.42,7.49,1.0,10,0,Medium,Clear,14.52
5.06,10.58,1.0,8,0,High,Snowy,34.04
3.25,6.85,5.0,1,0,Medium,Rainy,17.79
0.91,1.74,1.0,6,0,Low,Cloudy,4.82
1.26,2.73,3.0,18,1,Medium,Clear,7.87
0.5,1.0,1.0,17,0,High,Clear,8.59
5.08,10.02,1.0,19,0,High,Clear,25.56
0.98,10.58,1.0,22,0,Very High,Cloudy,13.15
10.57,19.88,1.0,11,1,Medium,Foggy,39.39
8.12,19.54,1.0,2,0,High,Cloudy,40.75
8.29,14.67,1.0,22,1,Low,Clear,23.89
0.9,1.0,6.0,15,0,Medium,Clear,4.53
5.62,13.15,4.0,6,0,Medium,Rainy,22.3
9.55,17.68,4.0,22,0,Low,Rainy,29.87
7.07,11.17,2.0,4,0,Medium,Snowy,32.05
14.31,25.14,1.0,22,0,Medium,Clear,46.72
0.6,2.22,2.0,6,0,Medium,Clear,4.46
9.39,14.18,3.0,18,1,Low,Clear,25.8
6.11,14.32,1.0,16,0,High,Clear,30.24
3.81,4.15,1.0,15,0,Low,Clear,12.06
3.33,9.18,1.0,20,0,High,Rainy,23.96
7.76,14.08,1.0,23,0,Medium,Snowy,34.84
17.73,32.7,1.0,20,0,Medium,Clear,61.5
5.48,8.01,6.0,18,0,Medium,Rainy,25.53
13.93,27.7,2.0,17,0,Medium,Clear,46.97
4.12,8.86,1.0,18,0,High,Foggy,25.29
0.86,2.36,2.0,3,1,Very High,Clear,13.84
0.51,3.34,1.0,0,0,Medium,Rainy,9.29
0.5,1.0,2.0,3,0,Medium,Clear,6.82
3.83,7.01,4.0,3,0,Medium,Clear,17.11
3.29,6.26,2.0,8,1,Very High,Rainy,24.64
10.12,22.48,2.0,7,0,High,Foggy,48.83
10.86,22.94,1.0,1,0,Medium,Rainy,45.28
0.5,1.0,1.0,22,1,Medium,Clear,8.11
2.0,3.47,2.0,5,0,Low,Clear,8.06
2.56,9.16,3.0,22,1,High,Clear,18.54
6.35,15.86,2.0,10,0,High,Rainy,34.56
1.25,2.39,5.0,3,0,Very High,Clear,17.36
1.15,1.0,3.0,13,0,Medium,Foggy,6.55
13.05,27.59,3.0,21,0,Medium,Cloudy,48.29
1.59,2.14,1.0,8,0,Medium,Rainy,11.02
4.17,4.21,1.0,1,1,Medium,Cloudy,16.79
3.52,6.14,2.0,0,1,High,Clear,18.03
12.52,16.62,1.0,3,1,Low,Clear,31.09
5.71,7.57,3.0,11,0,Low,Clear,16.48
1.09,7.31,1.0,4,1,High,Cloudy,15.04
10.75,32.48,1.0,8,0,Very High,Clear,68.31
4.05,8.56,4.0,21,0,Medium,Cloudy,15.22
2.44,8.07,1.0,3,1,High,Clear,17.14
3.77,12.43,1.0,15,0,High,Rainy,24.25
5.51,11.39,1.0,1,0,Medium,Rainy,22.33
3.36,7.92,3.0,15,0,Low,Foggy,12.77
2.22,5.05,2.0,15,1,Very High,Clear,17.96
4.07,9.87,5.0,20,0,Very High,Rainy,36.01
0.5,1.0,1.0,23,0,Medium,Foggy,4.2
11.84,18.35,4.0,23,0,Low,Clear,32.21
1.5,1.0,1.0,21,0,High,Snowy,10.58
0.5,3.81,1.0,10,1,High,Clear,7.66
8.48,11.73,1.0,0,0,Low,Clear,23.5
11.9,19.5,1.0,14,0,Low,Clear,30.35
13.45,35.55,1.0,23,1,Very High,Clear,74.45
5.44,10.38,1.0,3,0,Low,Foggy,19.19
1.84,6.22,1.0,17,0,Medium,Clear,13.24
10.69,20.25,4.0,16,0,Medium,Cloudy,36.45
9.62,15.49,1.0,6,1,Low,Cloudy,27.5
2.26,1.34,6.0,17,0,Low,Rainy,9.27
18.7,35.15,4.0,12,0,Medium,Clear,58.51
0.88,3.59,1.0,19,0,Medium,Rainy,10.38
15.74,32.57,2.0,9,0,Medium,Rainy,63.09
9.32,13.91,3.0,0,1,Medium,Foggy,34.11
10.25,11.53,2.0,16,0,Low,Clear,24.12
1.69,3.17,1.0,21,1,Low,Cloudy,7.02
4.67,10.43,1.0,2,0,High,Clear,22.51
0.59,1.0,4.0,16,0,Low,Clear,3.85
3.95,8.89,2.0,11,1,Medium,Clear,15.99
10.83,24.61,4.0,23,0,High,Cloudy,52.71
3.91,12.94,2.0,11,0,Medium,Clear,15.77
3.21,7.64,1.0,19,0,Medium,Cloudy,16.34
7.24,16.89,5.0,9,1,High,Cloudy,40.77
16.46,36.92,4.0,6,0,High,Rainy,80.11
0.5,1.0,1.0,9,1,High,Foggy,8.62
3.9,8.19,1.0,17,1,Medium,Cloudy,17.7
1.38,2.88,1.0,21,1,Very High,Clear,9.35
9.51,24.09,3.0,5,1,High,Clear,43.25
0.89,1.5,1.0,6,0,Medium,Cloudy,5.49
8.74,16.23,1.0,16,1,Medium,Foggy,31.51
2.7,4.28,1.0,11,0,Low,Rainy,12.39
1.77,3.01,1.0,16,1,Medium,Clear,8.84
0.5,5.08,2.0,13,0,Medium,Rainy,8.04
4.61,8.0,4.0,10,0,Low,Clear,14.83
0.5,1.78,2.0,1,1,Medium,Rainy,9.19
5.29,11.49,2.0,20,0,Medium,Clear,22.87
5.56,10.21,2.0,0,0,Medium,Cloudy,22.61
3.1,3.89,2.0,10,1,Medium,Clear,11.99
1.13,1.0,1.0,1,0,High,Clear,9.83
3.78,2.99,1.0,15,0,Medium,Rainy,13.86
8.92,18.22,1.0,21,0,Medium,Rainy,36.16
12.2,10.58,4.0,2,0,Medium,Clear,42.55
6.05,13.77,3.0,19,0,High,Clear,30.11
7.13,18.09,2.0,0,1,Medium,Clear,28.98
1.79,4.09,4.0,20,0,High,Rainy,16.75
2.71,1.0,4.0,19,0,Low,Clear,7.98
1.41,4.14,4.0,7,0,Medium,Rainy,11.56
2.29,5.76,1.0,18,1,Low,Foggy,10.53
2.04,4.5,2.0,0,0,Low,Cloudy,12.14
5.86,13.34,2.0,4,0,Medium,Clear,24.13
6.62,11.87,2.0,0,0,High,Clear,32.97
1.74,1.6,2.0,20,1,Medium,Clear,10.64
8.21,20.13,1.0,8,0,High,Rainy,45.62
13.6,10.58,3.0,4,0,Low,Clear,36.42
6.57,11.58,3.0,1,0,Medium,Clear,24.76
2.36,5.73,1.0,12,0,Medium,Cloudy,10.48
2.44,2.82,1.0,17,0,Medium,Rainy,13.82
0.5,1.0,2.0,11,0,Medium,Clear,3.0
2.92,3.35,2.0,13,0,Low,Rainy,10.21
10.92,24.08,2.0,4,1,Medium,Cloudy,39.86
0.5,1.0,3.0,23,0,Very High,Cloudy,10.39
1.98,5.82,4.0,9,0,Very High,Rainy,21.88
9.8,21.11,1.0,19,0,Medium,Clear,38.61
12.21,19.0,2.0,1,0,Medium,Cloudy,42.39
4.86,8.15,3.0,3,0,Low,Rainy,17.15
9.58,18.18,4.0,11,0,Medium,Foggy,34.49
3.93,7.77,1.0,10,1,High,Clear,19.91
1.39,5.04,1.0,3,1,Medium,Clear,10.21
4.06,12.87,1.0,10,1,High,Clear,21.28
6.94,14.33,5.0,8,0,Medium,Rainy,32.39
0.57,1.0,1.0,5,0,Low,Cloudy,5.63
5.66,13.52,1.0,14,0,High,Clear,26.06
3.19,8.78,1.0,9,0,Very High,Clear,24.91
5.68,10.46,2.0,21,0,Medium,Cloudy,23.49
0.5,1.0,2.0,20,1,Low,Snowy,6.32
3.0,7.38,2.0,5,0,Very High,Rainy,26.45
13.71,25.76,1.0,0,0,Medium,Rainy,54.03
6.46,9.65,1.0,20,0,Medium,Clear,25.41
4.79,9.26,3.0,21,1,Low,Snowy,17.68
2.69,2.51,1.0,23,1,Low,Rainy,9.56
2.83,4.47,4.0,19,0,Low,Clear,10.38
3.86,6.59,1.0,20,0,Medium,Rainy,17.86
14.44,28.38,1.0,3,0,Medium,Clear,49.48
4.62,9.68,5.0,21,0,Medium,Snowy,21.71
4.0,5.16,1.0,13,0,Medium,Clear,15.04
15.0,34.49,2.0,19,0,High,Rainy,75.05
4.45,15.89,2.0,21,0,Very High,Cloudy,31.02
6.42,11.35,1.0,19,0,Medium,Foggy,25.16
2.1,5.25,1.0,7,0,Low,Clear,10.2
10.89,20.4,5.0,10,1,Medium,Rainy,42.23
6.07,8.49,1.0,14,0,Low,Clear,15.68
13.25,31.18,2.0,18,0,High,Clear,61.31
12.14,16.55,5.0,7,0,Low,Clear,33.29
1.94,5.44,1.0,12,0,Medium,Clear,10.58
10.06,13.38,1.0,17,0,Low,Snowy,33.51
12.88,25.26,1.0,21,1,Medium,Clear,44.01
3.4,7.26,1.0,23,0,Low,Clear,14.66
1.52,4.39,1.0,16,0,High,Clear,10.65
0.5,1.0,2.0,5,0,Very High,Clear,8.84
4.8,9.37,2.0,14,0,Medium,Clear,17.51
3.48,5.06,1.0,12,1,Medium,Snowy,15.32
6.48,11.73,4.0,17,0,Medium,Cloudy,24.99
1.67,2.08,1.0,10,1,Medium,Rainy,5.71
15.71,22.04,1.0,12,1,Low,Rainy,43.39
2.38,6.79,1.0,0,0,High,Cloudy,17.06
2.05,5.04,1.0,17,0,Low,Foggy,13.05
5.24,9.97,1.0,4,0,Low,Foggy,20.5
5.53,10.85,1.0,5,1,Medium,Clear,23.01
1.94,5.85,3.0,0,0,Low,Foggy,10.98
2.54,4.55,5.0,6,0,High,Cloudy,14.43
1.49,4.81,1.0,3,0,Low,Clear,8.59
10.14,25.39,3.0,8,0,High,Cloudy,50.37
11.76,22.13,3.0,14,1,Medium,Clear,39.44
4.96,9.75,1.0,5,0,Medium,Cloudy,20.12
10.02,17.1,1.0,16,0,Low,Rainy,30.21
10.65,17.3,6.0,19,0,Low,Clear,29.08
1.19,2.75,2.0,17,0,Medium,Clear,13.15
